text,text_processed,topic
Κλιματική αλλαγή: Πανάρχαια άγνωστα μικρόβια θα απελευθερωθούν από τους παγετώνες που λιώνουν; Μπορούν να πυροδοτήσουν “πανδημίες”; -,κλιματικη αλλαγη παναρχαια αγνωστα μικροβια θα απελευθερωθουν απο τουσ παγετωνεσ που λιωνουν μπορουν να πυροδοτησουν πανδημιεσ,0
"[Κλικ και διαβάστε στο thecaller]Κλιματική  #Αλλαγή:  #Άγνωστα μικρόβια παγιδευμένα σε παγετώνες που λιώνουν, μπορεί να πυροδοτήσουν νέες πανδη https://t.co/bc0qyAOPEP",κλικ και διαβαστε στο thecallerκλιματικη αλλαγη αγνωστα μικροβια παγιδευμενα σε παγετωνεσ που λιωνουν μπορει να πυροδοτησουν νεεσ πανδη,0
Κλιματική αλλαγή: Άγνωστα μικρόβια παγιδευμένα σε παγετώνες που λιώνουν ίσως πυροδοτήσουν νέες πανδημίες - Documento https://t.co/pz2FrYZrh7,κλιματικη αλλαγη αγνωστα μικροβια παγιδευμενα σε παγετωνεσ που λιωνουν ισωσ πυροδοτησουν νεεσ πανδημιεσ documento,0
Κλιματική αλλαγή: Οι πάγοι που λιώνουν μπορούν να απελευθερώσουν μικρόβια που θα προκαλέσουν νέες πανδημίες https://t.co/j3tAYm4kOX,κλιματικη αλλαγη οι παγοι που λιωνουν μπορουν να απελευθερωσουν μικροβια που θα προκαλεσουν νεεσ πανδημιεσ,0
Κλιματική αλλαγή: Ο Γκουτέρες προειδοποιεί για το πόσο ευάλωτη είναι η Καραϊβική https://t.co/EoQD6xxUHb,κλιματικη αλλαγη ο γκουτερεσ προειδοποιει για το ποσο ευαλωτη ειναι η καραϊβικη,0
SOS Γκουτέρες για την Καραϊβική: Κινδυνεύει όσο καμία άλλη περιοχή από την κλιματική κρίση https://t.co/5l3gtFmdG6,sos γκουτερεσ για την καραϊβικη κινδυνευει οσο καμια αλλη περιοχη απο την κλιματικη κριση,0
"Κλιματική αλλαγή: Ο γγ του ΟΗΕ προειδοποιεί για το πόσο ευάλωτη είναι η Καραϊβική

https://t.co/qPPOZcX1rR https://t.co/YiMssQF8Ej",κλιματικη αλλαγη ο γγ του οηε προειδοποιει για το ποσο ευαλωτη ειναι η καραϊβικη,0
Το περιβάλλον...ως επαγγελματική διέξοδος https://t.co/uIVQkabXCL,το περιβαλλονωσ επαγγελματικη διεξοδοσ,0
"Στο πρόγραμμα Περιβάλλον και Κλιματική Αλλαγή θα συνεχιστεί  το πρόγραμμα «Εξοικονομώ» που αναμένεται να ξεκινήσει άμεσα, ενώ  θα χρηματοδοτηθούν παρεμβάσεις Greco islands.

Αυτό επισημαίνει στα μέσα κοινωνικής δικτύωσης ο  υφυπουργός Ανάπτυξης και

https://t.co/kkGfkGZDMH",στο προγραμμα περιβαλλον και κλιματικη αλλαγη θα συνεχιστει το προγραμμα εξοικονομω που αναμενεται να ξεκινησει αμεσα ενω θα χρηματοδοτηθουν παρεμβασεισ greco islands αυτο επισημαινει στα μεσα κοινωνικησ δικτυωσησ ο υφυπουργοσ αναπτυξησ και,0
Ο Δήμαρχος Χερσονήσου εκπροσώπησε την ΚΕΔΕ σε διαδικτυακή σύσκεψη για τα έργα προσαρμογής στην Κλιματική Αλλαγή https://t.co/ikVNW34rgY,ο δημαρχοσ χερσονησου εκπροσωπησε την κεδε σε διαδικτυακη συσκεψη για τα εργα προσαρμογησ στην κλιματικη αλλαγη,0
Διαδικτυακή ημερίδα «Προσαρμογή της Περιφέρειας Ιονίων Νήσων στην Κλιματική Αλλαγή» https://t.co/hdij1487D4,διαδικτυακη ημεριδα προσαρμογη τησ περιφερειασ ιονιων νησων στην κλιματικη αλλαγη,0
"Ένας συνδυασμός παραγόντων -φυσικές καταστροφές, άνοδος του πληθωρισμού, πανδημία, ενεργειακή και κλιματική κρίση, μέχρι τη Δαμόκλειο https://t.co/FpFO6cZXGg https://t.co/s4JCbOHlmb",ενασ συνδυασμοσ παραγοντων φυσικεσ καταστροφεσ ανοδοσ του πληθωρισμου πανδημια ενεργειακη και κλιματικη κριση μεχρι τη δαμοκλειο,0
"“Φύση πάσχουσα / Naturapatiens”  – “Νέοι καλλιτέχνες &amp; Κλιματική αλλαγή” , Ομαδικές εκθέσεις και εικαστικό workshop https://t.co/XtrT9FtMJv",φυση πασχουσα naturapatiens νεοι καλλιτεχνεσ amp κλιματικη αλλαγη ομαδικεσ εκθεσεισ και εικαστικο workshop,0
RT @LykavitosGr: Έρευνα: Η Κλιματική Αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως  #έρευνα #κλιματική_αλλαγή #πυρκα…, lykavitosgr ερευνα η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ερευνα κλιματικη_αλλαγη πυρκα,0
RT @LykavitosGr: Έρευνα: Η Κλιματική Αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως  #έρευνα #κλιματική_αλλαγή #πυρκα…, lykavitosgr ερευνα η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ερευνα κλιματικη_αλλαγη πυρκα,0
Έρευνα: Τι πιστεύουν οι Έλληνες για την κλιματική αλλαγή - https://t.co/3ghhbhCPqB https://t.co/ROyFxB86ae,ερευνα τι πιστευουν οι ελληνεσ για την κλιματικη αλλαγη,0
Κλιματική αλλαγή: Η KLM πρώτη αεροπορική εταιρεία που δέχεται μήνυση για greenwashing – Ειδήσεις – νέα – Το Βήμα Online https://t.co/bTTWcurHjP,κλιματικη αλλαγη η klm πρωτη αεροπορικη εταιρεια που δεχεται μηνυση για greenwashing ειδησεισ νεα το βημα online,0
"RT @NAppelaios: Πρέπει να τονιστεί ότι, όταν εκδηλώθηκε η εισβολή του Αττίλα, οι αξιωματικοί και οι άνδρες της ΕΛΔΥΚ ζούσαν σε εχθρικό περι…", nappelaios πρεπει να τονιστει οτι οταν εκδηλωθηκε η εισβολη του αττιλα οι αξιωματικοι και οι ανδρεσ τησ ελδυκ ζουσαν σε εχθρικο περι,0
Κλιματική κρίση: Ο φετινός Ιούνιος ήταν ο τρίτος πιο θερμός παγκοσμίως από το 1981 - LarissaPress https://t.co/e96ezkEwrb,κλιματικη κριση ο φετινοσ ιουνιοσ ηταν ο τριτοσ πιο θερμοσ παγκοσμιωσ απο το larissapress,0
ΚΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ ...MY ASS... https://t.co/0z1P7Cee3w,κλιματικη αλλαγη my ass,0
[Κλικ και διαβάστε στο thecaller]Xρ.  #Στυλιανίδης: Η κλιματική κρίση δεν αντιμετωπίζεται με αυτοσχεδιασμούς https://t.co/D6Otz0gmw8,κλικ και διαβαστε στο thecallerxρ στυλιανιδησ η κλιματικη κριση δεν αντιμετωπιζεται με αυτοσχεδιασμουσ,0
[https://t.co/bDHZLmoC6L] #Στυλιανίδης: Η κλιματική κρίση είναι εδώ - Χρειαζόμαστε τα  #Επιστήμονικά δεδομένα https://t.co/6JoShYj3yE,στυλιανιδησ η κλιματικη κριση ειναι εδω χρειαζομαστε τα επιστημονικα δεδομενα,0
Κλιματική αλλαγή – «Εφιαλτική» πρόγνωση για την Ελλάδα: Μέχρι και 5 βαθμούς Κελσίου πάνω η θερμοκρασία έως το τέλος του αιώνα ... https://t.co/yiLvHJVDkI,κλιματικη αλλαγη εφιαλτικη προγνωση για την ελλαδα μεχρι και βαθμουσ κελσιου πανω η θερμοκρασια εωσ το τελοσ του αιωνα,0
Κλιματική αλλαγή: Έως 5 βαθμούς θα ανέβει η θερμοκρασία στην Ελλάδα μέσα σε 80 χρόνια - https://t.co/DwvjBnuQFi https://t.co/PxWf0ylm3o,κλιματικη αλλαγη εωσ βαθμουσ θα ανεβει η θερμοκρασια στην ελλαδα μεσα σε χρονια,0
"[Κλικ και διαβάστε στο thetoc]Η κλιματική  #Αλλαγή ""χτυπά"" την  #Ελλάδα: Έως 5 βαθμούς θα αυξηθεί η θερμοκρασία μέχρι το τέλος του αιώνα https://t.co/Ip6V52yqKX",κλικ και διαβαστε στο thetocη κλιματικη αλλαγη χτυπα την ελλαδα εωσ βαθμουσ θα αυξηθει η θερμοκρασια μεχρι το τελοσ του αιωνα,0
"Χρ. Στυλιανίδης: Η κλιματική κρίση είναι εδώ - Χρειαζόμαστε τα επιστημονικά δεδομένα και την επιστημονική τεκμηρίωση, όχι τον εμπειρισμό https://t.co/CISfJ4xaPP",χρ στυλιανιδησ η κλιματικη κριση ειναι εδω χρειαζομαστε τα επιστημονικα δεδομενα και την επιστημονικη τεκμηριωση οχι τον εμπειρισμο,0
RT @godelitsas: οριστε η λυση στην κλιματικη κριση ----&gt; a full-scale nuclear war would cool the planet https://t.co/nojDR8zFiJ, godelitsas οριστε η λυση στην κλιματικη κριση gt a fullscale nuclear war would cool the planet,0
Ο Στυλιανίδης ανακάλυψε ότι η… κλιματική κρίση είναι εδώ! https://t.co/UymSlIugvU #newsbreak,ο στυλιανιδησ ανακαλυψε οτι η κλιματικη κριση ειναι εδω newsbreak,0
ΕΚΤ: Η κλιματική αλλαγή απειλεί τις τράπεζες https://t.co/snUbNjicod,εκτ η κλιματικη αλλαγη απειλει τισ τραπεζεσ,0
".@StylianidesEU: Η κλιματική κρίση είναι εδώ - Χρειαζόμαστε τα επιστημονικά δεδομένα και την επιστημονική τεκμηρίωση και όχι τον εμπειρισμό και τον αυτοσχεδιασμό

https://t.co/IxtnWuDGBP https://t.co/HPPs0L7oK3",stylianideseu η κλιματικη κριση ειναι εδω χρειαζομαστε τα επιστημονικα δεδομενα και την επιστημονικη τεκμηριωση και οχι τον εμπειρισμο και τον αυτοσχεδιασμο,0
Ευρώπη - Κλιματική Αλλαγή: Προειδοποίηση για καλοκαίρι φωτιάς και στάχτης https://t.co/dg31C2Ggbx,ευρωπη κλιματικη αλλαγη προειδοποιηση για καλοκαιρι φωτιασ και σταχτησ,0
Κλιματική αλλαγή: Η ΕΕ προειδοποιεί για καλοκαίρι φωτιάς και στάχτης #Δημοκρατική #Ρόδος #Δωδεκάνησα https://t.co/BYTOeSb1ai,κλιματικη αλλαγη η εε προειδοποιει για καλοκαιρι φωτιασ και σταχτησ δημοκρατικη ροδοσ δωδεκανησα,0
RT @Moneypressgr: ΕΚΤ: Η κλιματική αλλαγή απειλεί τις τράπεζες  #moneypress https://t.co/hALj0DVtCT, moneypressgr εκτ η κλιματικη αλλαγη απειλει τισ τραπεζεσ moneypress,0
ΕΚΤ: Η κλιματική αλλαγή απειλεί τις τράπεζες  #moneypress https://t.co/hALj0DVtCT,εκτ η κλιματικη αλλαγη απειλει τισ τραπεζεσ moneypress,0
Κλιματική Αλλαγή: Πόσο αναμένεται να αυξηθεί η θερμοκρασία στην Ελλάδα έως το τέλος του αιώνα – «Εφιαλτική» πρόγνωση https://t.co/7Nqc8h7qz6,κλιματικη αλλαγη ποσο αναμενεται να αυξηθει η θερμοκρασια στην ελλαδα εωσ το τελοσ του αιωνα εφιαλτικη προγνωση,0
"Σαψής: Η κλιματική κρίση θα επηρεάσει την τροφή και το νερό μας, αλλά και ζητήματα γεωστρατηγικής - https://t.co/WI1BFBaRAG https://t.co/rfMIrgHPaC",σαψησ η κλιματικη κριση θα επηρεασει την τροφη και το νερο μασ αλλα και ζητηματα γεωστρατηγικησ,0
"Η βιωσιμότητα αφορά τις μελλοντικές γενιές, γι’ αυτό καλό είναι να προβληματιστούμε πως τις ανατρέφουμε. Πρέπει να σταματήσουμε να τους λέμε ότι η κλιματική αλλαγή θα καταστρέψει τον κόσμο τους. 

https://t.co/ol75Ot5qMO",η βιωσιμοτητα αφορα τισ μελλοντικεσ γενιεσ γι αυτο καλο ειναι να προβληματιστουμε πωσ τισ ανατρεφουμε πρεπει να σταματησουμε να τουσ λεμε οτι η κλιματικη αλλαγη θα καταστρεψει τον κοσμο τουσ,0
"Κραυγή με χρώματα , από 50 νέους καλλιτέχνες, για την Κλιματική κρίση , σε έκθεση στο Αργοστόλι (1) https://t.co/Ba0N60lPYb",κραυγη με χρωματα απο νεουσ καλλιτεχνεσ για την κλιματικη κριση σε εκθεση στο αργοστολι,0
Σπάνιο «χρυσό τσακάλι» εμφανίστηκε στην λίμνη Κάρλα https://t.co/gLTCTMRGme,σπανιο χρυσο τσακαλι εμφανιστηκε στην λιμνη καρλα,0
Google: Δίνει 30 εκατ. δολάρια στη «μάχη» με την κλιματική αλλαγή https://t.co/21Dj0tUJ9w,google δινει εκατ δολαρια στη μαχη με την κλιματικη αλλαγη,0
Google: Πρόγραμμα 30 εκατ. ευρώ για τολμηρές ιδέες για την προώθηση δράσεων ενάντια στην κλιματική αλλαγή - mononews #mononewsGR https://t.co/oZHInFyclV,google προγραμμα εκατ ευρω για τολμηρεσ ιδεεσ για την προωθηση δρασεων εναντια στην κλιματικη αλλαγη mononews mononewsgr,0
ΤΙΝΑΦΤΟΡΕ??....ΟΥΤΕ ΛΕΠΤΟ ΔΕΝ ΜΠΟΡΕΙΣ ΝΑ ΚΑΤΣΕΙΣ ΣΤΟΝ ΗΛΙΟ...ΦΤΑΙΕΙ Η ΚΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ ΠΟΥ Ο ΜΗΤΣΟΣ ΕΓΙΝΕ ΑΡΑΠΗΣ..... https://t.co/twvnnLiBqZ,τιναφτορεουτε λεπτο δεν μπορεισ να κατσεισ στον ηλιοφταιει η κλιματικη αλλαγη που ο μητσοσ εγινε αραπησ,0
Google: Αναζητά ιδέες για δράσεις ενάντια στην κλιματική αλλαγή - https://t.co/uRWN4XT5Gf https://t.co/yEUjqRYDP4,google αναζητα ιδεεσ για δρασεισ εναντια στην κλιματικη αλλαγη,0
Google: Δίνει 30 εκατ. δολάρια στη «μάχη» με την κλιματική αλλαγή https://t.co/f9rDGWRbY8,google δινει εκατ δολαρια στη μαχη με την κλιματικη αλλαγη,0
"⭕ Η κλιματική αλλαγή βάζει ""φωτιά"" στην Ευρώπη https://t.co/XL7db0FFHZ",η κλιματικη αλλαγη βαζει φωτια στην ευρωπη,0
"Η αύξηση των φαινομένων οφείλεται στην κλιματική αλλαγή, σύμφωνα με τους επιστήμονες
#alphanewslive
https://t.co/P2CgzI7fuv",η αυξηση των φαινομενων οφειλεται στην κλιματικη αλλαγη συμφωνα με τουσ επιστημονεσ alphanewslive,0
Αττική: Πορτοκαλί συναγερμός για φωτιές την Πέμπτη https://t.co/F1fRsjs7sz,αττικη πορτοκαλι συναγερμοσ για φωτιεσ την πεμπτη,0
Το Περιφερειακό Σχέδιο για την Προσαρμογή στην κλιματική αλλαγή της ΠΝΑι (ΠεΣΠΚΑ) #Δημοκρατική #Ρόδος #Δωδεκάνησα https://t.co/dDgINTU7MU,το περιφερειακο σχεδιο για την προσαρμογη στην κλιματικη αλλαγη τησ πναι πεσπκα δημοκρατικη ροδοσ δωδεκανησα,0
Δήμος Καισαριανής: «Υμηττός: Πρόγραμμα Κλιματική Αλλαγή στα σχολεία» https://t.co/ucvsQo4cZV,δημοσ καισαριανησ υμηττοσ προγραμμα κλιματικη αλλαγη στα σχολεια,0
"Έλληνες κτηνοτρόφοι, εξεγερθείτε. Στην Ολλανδία ζητούν θανάτωση του 95% των αγελάδων για την… κλιματική αλλαγή! https://t.co/rqEXB02pY6",ελληνεσ κτηνοτροφοι εξεγερθειτε στην ολλανδια ζητουν θανατωση του των αγελαδων για την κλιματικη αλλαγη,0
Έρευνα: Πώς η κλιματική αλλαγή αυξάνει την έμφυλη βία https://t.co/AzlWAbeyvd,ερευνα πωσ η κλιματικη αλλαγη αυξανει την εμφυλη βια,0
Κλιματική αλλαγή: Σοβαροί κίνδυνοι από το λιώσιμο των πάγων https://t.co/AEgeSKxVGx,κλιματικη αλλαγη σοβαροι κινδυνοι απο το λιωσιμο των παγων,0
"-Τόσους αιώνες γιατί δεν έχουν εξαφανιστεί τα δάση από τις πυρκαγιές;
-Κλιματικη αλλαγή.
-Εισαι ζόμπι.
-Εισαι ψεκ.",τοσουσ αιωνεσ γιατι δεν εχουν εξαφανιστει τα δαση απο τισ πυρκαγιεσ κλιματικη αλλαγη εισαι ζομπι εισαι ψεκ,0
Πόσο επηρεάζει τον τουρισμό η κλιματική αλλαγή https://t.co/P16RrbUf2S,ποσο επηρεαζει τον τουρισμο η κλιματικη αλλαγη,0
Κλιματική αλλαγή: Σε κλοιό καύσωνα ο πλανήτης - LarissaPress https://t.co/vBpA7kmDbc,κλιματικη αλλαγη σε κλοιο καυσωνα ο πλανητησ larissapress,0
Ο ΟΗΕ προειδοποιεί για την κλιματική κρίση – «Συλλογική δράση ή συλλογική αυτοκτονία» https://t.co/kCebmC0aVr,ο οηε προειδοποιει για την κλιματικη κριση συλλογικη δραση η συλλογικη αυτοκτονια,0
"https://t.co/2R6LeHgX0r “Φύση Πάσχουσα” και “Νέοι Καλλιτέχνες και κλιματική κρίση” , στις 10 καλύτερες εκθέσεις του καλοκαιριού στην Ελλάδα https://t.co/ez7aRmG7wQ",φυση πασχουσα και νεοι καλλιτεχνεσ και κλιματικη κριση στισ καλυτερεσ εκθεσεισ του καλοκαιριου στην ελλαδα,0
"Κλιματική αλλαγή: Σε κλοιό καύσωνα ο πλανήτης,
https://t.co/2RIMadqzOv,",κλιματικη αλλαγη σε κλοιο καυσωνα ο πλανητησ,0
"Σε κλοιό καύσωνα ο πλανήτης - Η κλιματική αλλαγή απειλεί εργαζόμενους, ενέργεια και επάρκεια τροφίμων - https://t.co/wsYUQWWcmh https://t.co/aPDaViqhMi",σε κλοιο καυσωνα ο πλανητησ η κλιματικη αλλαγη απειλει εργαζομενουσ ενεργεια και επαρκεια τροφιμων,0
ΦΤΑΕΙ Η ΚΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ ΡΕ ΗΛΙΘΙΟΙ....ΑΛΛΑ ΕΛΑ ΠΟΥ ΔΕΝ ΜΑΣ ΒΓΑΙΝΕΙ ΤΟ ΓΑΜΗΜΕΝΟ ΠΑΡΑΜΥΘΙ.... https://t.co/vTJI5lulyj,φταει η κλιματικη αλλαγη ρε ηλιθιοιαλλα ελα που δεν μασ βγαινει το γαμημενο παραμυθι,0
Φωτιές και καύσωνας «σαρώνουν» την Ευρώπη - «H κλιματική αλλαγή σκοτώνει» - https://t.co/UhldUxMknu https://t.co/3Iiz1CxdJs,φωτιεσ και καυσωνασ σαρωνουν την ευρωπη h κλιματικη αλλαγη σκοτωνει,0
RT @LykavitosGr: Φονικός κάυσωνας σαρώνει την Ευρώπη - Περισσότεροι από 1000 θάνατοι  #καύσωνας #Ευρώπη #κλιματική_αλλαγή https://t.co/Vs7t…, lykavitosgr φονικοσ καυσωνασ σαρωνει την ευρωπη περισσοτεροι απο θανατοι καυσωνασ ευρωπη κλιματικη_αλλαγη,0
RT @LykavitosGr: Φονικός κάυσωνας σαρώνει την Ευρώπη - Περισσότεροι από 1000 θάνατοι  #καύσωνας #Ευρώπη #κλιματική_αλλαγή https://t.co/Vs7t…, lykavitosgr φονικοσ καυσωνασ σαρωνει την ευρωπη περισσοτεροι απο θανατοι καυσωνασ ευρωπη κλιματικη_αλλαγη,0
Κλιματική κρίση: Η ανθρωπότητα οδηγείται προς «συλλογική αυτοκτονία» προειδοποιεί ο ΟΗΕ - https://t.co/LnBAoyySuU https://t.co/zu2YDlGL9M,κλιματικη κριση η ανθρωποτητα οδηγειται προσ συλλογικη αυτοκτονια προειδοποιει ο οηε,0
Κλιματική κρίση: Η ανθρωπότητα αντιμετωπίζει «συλλογική αυτοκτονία» προειδοποιεί ο Γκουτιέρες https://t.co/osU4n8YGVJ,κλιματικη κριση η ανθρωποτητα αντιμετωπιζει συλλογικη αυτοκτονια προειδοποιει ο γκουτιερεσ,0
Η κλιματική κρίση χτυπά με καύσωνα και δασικές πυρκαγιές μεγάλο μέρος της Ευρώπης https://t.co/muScxhyrCG,η κλιματικη κριση χτυπα με καυσωνα και δασικεσ πυρκαγιεσ μεγαλο μεροσ τησ ευρωπησ,0
RT @Moneypressgr: Κλιματική αλλαγή: Ο πλανήτης «λιώνει» από καύσωνες  #moneypress https://t.co/OPRfU2EYHB, moneypressgr κλιματικη αλλαγη ο πλανητησ λιωνει απο καυσωνεσ moneypress,0
Κλιματική αλλαγή: Ο πλανήτης «λιώνει» από καύσωνες  #moneypress https://t.co/OPRfU2EYHB,κλιματικη αλλαγη ο πλανητησ λιωνει απο καυσωνεσ moneypress,0
"Ο πλανήτης μας, μπορεί να είναι βιώσιμος για εμάς, όσο δεν καταστρέφουμε τις ποικιλόμορφες δομές των έμβιων οργανισμών που τον συναποτελούν, ή με άλλα λόγια… όσο δεν καταστρέφουμε τη βιοποικιλότητα του.

https://t.co/at7oexM5Wd",ο πλανητησ μασ μπορει να ειναι βιωσιμοσ για εμασ οσο δεν καταστρεφουμε τισ ποικιλομορφεσ δομεσ των εμβιων οργανισμων που τον συναποτελουν η με αλλα λογια οσο δεν καταστρεφουμε τη βιοποικιλοτητα του,0
Η κλιματική κρίση έφερε Megafires και στην ευάλωτη Μεσόγειο - https://t.co/N0WOzIRVeZ https://t.co/jhFzeI3y1Z,η κλιματικη κριση εφερε megafires και στην ευαλωτη μεσογειο,0
"RT @LykavitosGr: Τεράστιες πυρκαγιές σε Γαλλία, Ισπανία και Πορτογαλία -Πιο ευάλωτη η Μεσόγειος στην κλιματική αλλαγή  #φωτιά #καταστροφικέ…", lykavitosgr τεραστιεσ πυρκαγιεσ σε γαλλια ισπανια και πορτογαλια πιο ευαλωτη η μεσογειοσ στην κλιματικη αλλαγη φωτια καταστροφικε,0
"RT @LykavitosGr: Τεράστιες πυρκαγιές σε Γαλλία, Ισπανία και Πορτογαλία -Πιο ευάλωτη η Μεσόγειος στην κλιματική αλλαγή  #φωτιά #καταστροφικέ…", lykavitosgr τεραστιεσ πυρκαγιεσ σε γαλλια ισπανια και πορτογαλια πιο ευαλωτη η μεσογειοσ στην κλιματικη αλλαγη φωτια καταστροφικε,0
"Σε χθεσινή του ανάρτηση στο Twitter ο Αρχιεπίσκοπος Αμερικής εξέφρασε την ανησυχία του για την κλιματική κρίση, με αφορμή τις ασυνήθιστα υψηλές θερμοκρασίες και τις πυρκαγιές που μένονται αυτή τη στιγμή σε πολλές ευρωπαϊκές χώρες via @OrthodoxtimesGr https://t.co/agsEOUgPfk",σε χθεσινη του αναρτηση στο twitter ο αρχιεπισκοποσ αμερικησ εξεφρασε την ανησυχια του για την κλιματικη κριση με αφορμη τισ ασυνηθιστα υψηλεσ θερμοκρασιεσ και τισ πυρκαγιεσ που μενονται αυτη τη στιγμη σε πολλεσ ευρωπαϊκεσ χωρεσ via ohodoxtimesgr,0
ΦΤΑΙΕΙ Η ΚΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ ΜΑΣ ΛΕΕΙ Η ΨΥΧΟΠΑΘΗΣ ΓΚΡΕΤΑ....ΚΑΙ ΟΧΙ ΤΑ ΕΒΡΑΙΟΑΡΧΙΔΙΑ ΤΟΥ ΟΗΕ.... https://t.co/A6LDx6eaWh,φταιει η κλιματικη αλλαγη μασ λεει η ψυχοπαθησ γκρετακαι οχι τα εβραιοαρχιδια του οηε,0
ΦΤΑΙΕΙ Η ΚΛΙΜΑΤΙΚΗ ΑΛΛΑΓΗ ΗΛΙΘΙΕ.... https://t.co/1DnNCOLzbf,φταιει η κλιματικη αλλαγη ηλιθιε,0
"Κλιματική κρίση, το νέο σανό σε οικογενειακή συσκευασία για να χορταίνουν όλα τα πρόβατα.",κλιματικη κριση το νεο σανο σε οικογενειακη συσκευασια για να χορταινουν ολα τα προβατα,0
"@AthanDim Δηλαδή οι νοσηλευτικοί, πυροσβέστες και οι δάσκαλοι είναι αυτοί που μας σκίσουν με τους φόρους.
Καμιά ομπρέλα να κρατάμε παιδιά γιατί η κλιματική κρίση βαράει εγκέφαλο.",athandim δηλαδη οι νοσηλευτικοι πυροσβεστεσ και οι δασκαλοι ειναι αυτοι που μασ σκισουν με τουσ φορουσ καμια ομπρελα να κραταμε παιδια γιατι η κλιματικη κριση βαραει εγκεφαλο,0
RT @KostasVaxevanis: Αγαπητέ συμπολίτη. Όσα σπίτια και αν καούν θα φταίει η κλιματική αλλαγή. Θα πρέπει να είσαι ευχαριστημένος που ζεις. Η…, kostasvaxevanis αγαπητε συμπολιτη οσα σπιτια και αν καουν θα φταιει η κλιματικη αλλαγη θα πρεπει να εισαι ευχαριστημενοσ που ζεισ η,0
